term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
0.05ohm,7,3,3,0,1,0,0
0.05ohm 5w resistor,19,12,4,2,1,0,0
0.05uf,6,2,3,0,1,0,0
0.06 ohms,9,4,3,1,1,0,0
0.068uf wima,12,6,4,1,1,0,0
0.06uf,6,2,3,0,1,0,0
0.07 ohms,9,4,3,1,1,0,0
0.075uf,7,2,4,0,1,0,0
0.07r 1206,10,1,7,1,1,1,1
0.082 uf,8,2,4,1,1,0,0
0.082u 50v,10,2,6,1,1,0,0
0.093 die,9,3,4,1,1,0,0
0.1 250 v,9,1,5,2,1,0,0
0.1 ceramic disc,16,11,2,2,1,0,0
0.1 electrolytic capacitors,27,22,2,2,1,0,0
0.1 female,10,6,2,1,1,0,0
0.1 female header,17,12,2,2,1,0,0
0.1 header,10,6,2,1,1,0,0
0.1 mf,6,2,2,1,1,0,0
0.1 mm header,13,8,2,2,1,0,0
0.1 ohm,7,3,2,1,1,0,0
0.1 ohm 10 watt carbon,22,13,4,4,1,0,0
0.1 ohm 10w,11,4,4,2,1,0,0
0.1 ohm 1206,12,3,6,2,1,1,0
0.1 ohm 2 watt resistor,23,15,3,4,1,0,0
0.1 ohm r1218,13,4,6,2,1,1,0
0.1 ohm resistor,16,11,2,2,1,0,0
0.1 resistance,14,10,2,1,1,0,0
0.1 resistor 100w,17,9,5,2,1,0,0
0.1 resistor 10k,16,9,4,2,1,0,0
0.1 socket,10,6,2,1,1,0,0
0.1 uf,6,2,2,1,1,0,0
0.1 uf 0402 x7r,15,4,7,3,1,0,0
0.1 uf 0603,11,2,6,2,1,1,0
0.1 uf capacitor,16,11,2,2,1,0,0
0.1 uf capacitor ceramic,24,18,2,3,1,0,0
0.1 uf capacitors,17,12,2,2,1,0,0
0.1 uf mica,11,6,2,2,1,0,0
0.1 uf x7r,10,4,3,2,1,0,0
0.1 wima,8,4,2,1,1,0,0
0.1 female header,17,12,2,2,1,0,0
0.1 header right angle,22,16,2,3,1,0,0
0.1 male header pin,19,13,2,3,1,0,0
0.1 resistor,12,8,2,1,1,0,0
0.100 die,9,3,4,1,1,0,0
0.100 pin header,16,9,4,2,1,0,0
0.100 connector,15,9,4,1,1,0,0
0.105 die,9,3,4,1,1,0,0
0.118r,6,1,4,0,1,0,1
0.12 ohms 5w,12,5,4,2,1,0,0
0.125w 4k7,10,2,6,1,1,1,1
0.127mm flat cablel,19,12,4,2,1,0,0
0.12ohm 1206,12,3,7,1,1,1,0
0.12uf 0402,11,2,7,1,1,1,0
0.15uf,6,2,3,0,1,0,0
0.18 ohm 2 watt,15,7,4,3,1,0,0
0.1875ohm resistor,18,11,5,1,1,0,0
0.18uf 10v x7r 0603,19,5,10,3,1,1,0
0.1f cap,8,4,2,1,1,0,0
0.1ohm,6,3,2,0,1,0,0
0.1ohm 1206,11,3,6,1,1,1,0
0.1ohm resistor,15,11,2,1,1,0,0
0.1pf,5,2,2,0,1,0,0
0.1pf 0603,10,2,6,1,1,1,0
0.1picofarad,12,9,2,0,1,0,0
0.1r,4,1,2,0,1,0,1
0.1r 1210,9,1,6,1,1,1,1
0.1u,4,1,2,0,1,0,1
0.1u 0201 x7r,13,3,7,2,1,0,1
0.1u 0805,9,1,6,1,1,1,1
0.1u 100v x5r 0402 10,21,4,12,4,1,1,0
0.1u x7r 25v,12,4,5,2,1,0,0
0.1uf,5,2,2,0,1,0,0
0.1uf 0402,10,2,6,1,1,1,0
0.1uf 0402 50v,14,3,8,2,1,0,0
0.1uf 0603,10,2,6,1,1,1,0
0.1uf 0805,10,2,6,1,1,1,0
0.1uf 1.5kv,11,4,4,1,1,0,0
0.1uf 10 6.3v x5r 0201 yageo,28,10,11,5,1,0,0
0.1uf 10 x5r 10v,16,5,7,3,1,0,0
0.1uf 1000v,11,3,6,1,1,0,0
0.1uf 100v,10,3,5,1,1,0,0
0.1uf 100v x7r,14,5,6,2,1,0,0
0.1uf 1206,10,2,6,1,1,1,0
0.1uf 2.5,9,2,4,1,1,1,0
0.1uf 200v,10,3,5,1,1,0,0
0.1uf 250v,10,3,5,1,1,0,0
0.1uf 250v smd,14,6,5,2,1,0,0
0.1uf 250vac,12,5,5,1,1,0,0
0.1uf 25v,9,3,4,1,1,0,0
0.1uf 275v,10,3,5,1,1,0,0
0.1uf 2kv capacitor,19,13,3,2,1,0,0
0.1uf 2x 250v,13,4,6,2,1,0,0
0.1uf 300v,10,3,5,1,1,0,0
0.1uf 3216 c0g,14,4,7,2,1,0,0
0.1uf 3kv capacitor,19,13,3,2,1,0,0
0.1uf 50v,9,3,4,1,1,0,0
0.1uf 50v 0603 10 x7r,21,5,11,4,1,0,0
0.1uf 50v 0805,14,3,8,2,1,1,0
0.1uf 50v x7r,13,5,5,2,1,0,0
0.1uf 600 volt capacitor,24,15,5,3,1,0,0
0.1uf 600v,10,3,5,1,1,0,0
0.1uf 630v,10,3,5,1,1,0,0
0.1uf 630v 1812,15,3,9,2,1,1,0
0.1uf c0g,9,4,3,1,1,0,0
0.1uf c0g murata,16,10,3,2,1,0,0
0.1uf capacitor,15,11,2,1,1,0,0
0.1uf ceramic,13,9,2,1,1,0,0
0.1uf ceramic capacitor,23,18,2,2,1,0,0
0.1uf cf,8,4,2,1,1,0,0
0.1uf film cap,14,9,2,2,1,0,0
0.1uf leaded capacitor,22,17,2,2,1,0,0
0.1uf panasonic,15,11,2,1,1,0,0
0.1uf poly,10,6,2,1,1,0,0
0.1uf polypropylene 5mm,23,17,3,2,1,0,0
0.1uf x7r 0603 10 50v,21,5,11,4,1,0,0
0.1uf 0402 50v,14,3,8,2,1,0,0
0.1uf 0805,10,2,6,1,1,1,0
0.1uf 630v,10,3,5,1,1,0,0
0.1ufc0603,10,3,6,0,1,1,1
0.1ug capacitor,15,11,2,1,1,0,0
0.1w 1 10k 0603,15,2,9,3,1,1,0
0.1w 1 31.6k 0603,17,2,10,3,1,1,0
0.1f capacitor,14,10,2,1,1,0,0
0.1 0603,8,0,6,1,1,1,1
0.2 mm2 3p,10,3,4,2,1,0,0
0.2 ohm 5w resistor,19,12,3,3,1,0,0
0.2 ohm resistor,16,11,2,2,1,0,0
0.2 ohm 5 watts 0.1,19,8,5,4,1,1,0
0.2 ohms 0805,13,4,6,2,1,1,0
0.2 uf,6,2,2,1,1,0,0
0.20 in,7,2,3,1,1,0,0
0.22 100v,9,1,6,1,1,0,0
0.22 1210 c0g,13,2,8,2,1,0,1
0.22 200v,9,1,6,1,1,0,0
0.22 250v,9,1,6,1,1,0,0
0.22 5,6,0,4,1,1,1,1
0.22 ohm,8,3,3,1,1,0,0
0.22 ohms,9,4,3,1,1,0,0
0.22 uf 250 vac capacitors,26,15,6,4,1,0,0
0.22 uf 305v,12,3,6,2,1,0,0
0.22f 3.6v,10,2,5,1,1,0,0
0.22f 5.5v,10,2,5,1,1,0,0
0.22mh coil,11,6,3,1,1,0,0
0.22nf 1210 16v,15,3,9,2,1,0,0
0.22ohm,7,3,3,0,1,0,0
0.22ohm 5w,10,4,4,1,1,0,0
0.22pf,6,2,3,0,1,0,0
0.22pf 0603,11,2,7,1,1,1,0
0.22r,5,1,3,0,1,0,1
0.22u 0805,10,1,7,1,1,1,1
0.22uf,6,2,3,0,1,0,0
0.22uf 0201,11,2,7,1,1,1,0
0.22uf 10 25v 0402,18,3,11,3,1,1,0
0.22uf 1000v,12,3,7,1,1,0,0
0.22uf 1000vdc,14,5,7,1,1,0,0
0.22uf 16v 0603,15,3,9,2,1,1,0
0.22uf 16v 10 0603,18,3,11,3,1,1,0
0.22uf 275vac p15mm 10,22,8,10,3,1,1,0
0.22uf 400v,11,3,6,1,1,0,0
0.22uf 50v,10,3,5,1,1,0,0
0.22uf 630v,11,3,6,1,1,0,0
0.22uf capacitor,16,11,3,1,1,0,0
0.22f,5,1,3,0,1,0,0
0.22 5w resistors,17,10,4,2,1,0,0
0.24 ohms,9,4,3,1,1,0,0
0.24r 1206,10,1,7,1,1,1,1
0.25ohm,7,3,3,0,1,0,0
0.25uf,6,2,3,0,1,0,0
0.271206,8,0,7,0,1,1,1
0.2pf 0603,10,2,6,1,1,1,0
0.2r,4,1,2,0,1,0,1
0.3 mm,6,2,2,1,1,0,0
0.33 electrolytic capacitors,28,22,3,2,1,0,0
0.33 ohm 2w,11,4,4,2,1,0,0
0.33 ohm 5w,11,4,4,2,1,0,0
0.33 ohms 5w,12,5,4,2,1,0,0
0.33ohm 10w,11,4,5,1,1,0,0
0.33uf,6,2,3,0,1,0,0
0.33uf 0603,11,2,7,1,1,1,0
0.33uf 16v 0402,15,3,9,2,1,1,0
0.33uf 400v,11,3,6,1,1,0,0
0.33uf capacitor,16,11,3,1,1,0,0
0.33uf electrolytic capacitor,29,23,3,2,1,0,0
0.33uf smd,10,5,3,1,1,0,0
0.33uh,6,2,3,0,1,0,0
0.3pf,5,2,2,0,1,0,0
0.3pf 0603,10,2,6,1,1,1,0
0.3r,4,1,2,0,1,0,1
0.4 ohm 1206,12,3,6,2,1,1,0
0.4 ohms smd,12,7,2,2,1,0,0
0.47 100v,9,1,6,1,1,0,0
0.47 50v,8,1,5,1,1,0,0
0.47 ohm 5 3w,13,4,5,3,1,0,0
0.47 uf,7,2,3,1,1,0,0
0.47 uf 1210,12,2,7,2,1,1,0
0.47 uf c0g,11,4,4,2,1,0,0
0.47ohm 1w resistor,19,12,4,2,1,0,0
0.47ohm 3w,10,4,4,1,1,0,0
0.47ohm melf,12,7,3,1,1,0,0
0.47u 0402 25v,14,2,9,2,1,0,0
0.47u 10 100v 0805 x7r,22,4,13,4,1,0,0
0.47uf,6,2,3,0,1,0,0
0.47uf 100v,11,3,6,1,1,0,0
0.47uf 16v,10,3,5,1,1,0,0
0.47uf 16v 0402,15,3,9,2,1,1,0
0.47uf 16v 10 x5r,17,5,8,3,1,0,0
0.47uf 200v,11,3,6,1,1,0,0
0.47uf 25v,10,3,5,1,1,0,0
0.47uf 275v mkp,15,6,6,2,1,0,0
0.47uf 275vac,13,5,6,1,1,0,0
0.47uf 35v,10,3,5,1,1,0,0
0.47uf 400,10,2,6,1,1,1,0
0.47uf 400vdc mkp,17,8,6,2,1,0,0
0.47uf 470nf 10 35v 0603 x7r,28,7,15,5,1,0,0
0.47uf 470nf 10 35v 0805 x7r,28,7,15,5,1,0,0
0.47uf 50v,10,3,5,1,1,0,0
0.47uf 630v,11,3,6,1,1,0,0
0.47uf x7r,10,4,4,1,1,0,0
0.47uf x8r,10,4,4,1,1,0,0
0.47uf 1600v,12,3,7,1,1,0,0
0.4mm 120p,10,3,5,1,1,0,0
0.4mohm,7,4,2,0,1,0,0
0.4pf 0201 yageo,16,7,6,2,1,0,0
0.4pf 0402 npo yageo,20,10,6,3,1,0,0
0.4pf 0603,10,2,6,1,1,1,0
0.5 a fuse,10,5,2,2,1,0,0
0.5 inchg4v,11,6,3,1,1,0,0
0.5 inchg4vprime,16,11,3,1,1,0,0
0.5 ohm,7,3,2,1,1,0,0
0.5 ohm 50w,11,4,4,2,1,0,0
0.5 ohm resistor,16,11,2,2,1,0,0
0.5 ohm resistor at 5 watts,27,18,3,5,1,0,0
0.5 pf capacitor,16,11,2,2,1,0,0
0.5 uf,6,2,2,1,1,0,0
0.5 w resistor,14,9,2,2,1,0,0
0.5 watt resistor,17,12,2,2,1,0,0
0.520p,6,1,4,0,1,0,1
0.54 header,11,6,3,1,1,0,0
0.56uf,6,2,3,0,1,0,0
0.5ka40pb,9,4,4,0,1,0,1
0.5mm,5,2,2,0,1,0,0
0.5mm plain wire,16,11,2,2,1,0,0
0.5mm wire,10,6,2,1,1,0,0
0.5ohm,6,3,2,0,1,0,0
0.5ohm resistor,15,11,2,1,1,0,0
0.5pf,5,2,2,0,1,0,0
0.5pf 0603,10,2,6,1,1,1,0
0.5uf capacitor,15,11,2,1,1,0,0
0.5uf capacitor 400v,20,12,5,2,1,0,0
0.5us12p0.1,11,3,6,0,1,1,1
0.5v,4,1,2,0,1,0,0
0.5w 1206 resistor,18,9,6,2,1,0,0
0.5w smd resistor,17,12,2,2,1,0,0
0.5x3.0,7,1,4,0,1,1,0
0.6 amp fuse,12,7,2,2,1,0,0
0.6 multi core,14,9,2,2,1,0,0
0.62 ohm 1206,13,3,7,2,1,1,0
0.635 idc,9,3,4,1,1,0,0
0.68 ohms,9,4,3,1,1,0,0
0.68 uf,7,2,3,1,1,0,0
0.68ohms,8,4,3,0,1,0,0
0.68r,5,1,3,0,1,0,1
0.68uf,6,2,3,0,1,0,0
0.68uf 100v,11,3,6,1,1,0,0
0.6mm,5,2,2,0,1,0,0
0.6pf 0603,10,2,6,1,1,1,0
0.7 uh,6,2,2,1,1,0,1
0.75 male crimp pin,19,12,3,3,1,0,0
0.75mm crimp pin,16,10,3,2,1,0,0
0.75ohm,7,3,3,0,1,0,0
0.75pf,6,2,3,0,1,0,0
0.75w metal film,16,10,3,2,1,0,0
0.7mm fpc,9,5,2,1,1,0,0
0.7pf 0603,10,2,6,1,1,1,0
0.7uh,5,2,2,0,1,0,1
0.82 ohm,8,3,3,1,1,0,0
0.82uf polypropylene pp film capacitors,39,31,3,4,1,0,0
0.82uh,6,2,3,0,1,0,1
0.866 plug,10,4,4,1,1,0,0
0.8mm fpc connector,19,14,2,2,1,0,0
0.8mm pitch,11,7,2,1,1,0,0
0.8mm pitch header,18,13,2,2,1,0,0
0.8mm,5,2,2,0,1,0,0
0.8pf,5,2,2,0,1,0,0
0.8pf 0603,10,2,6,1,1,1,0
0.8uh,5,2,2,0,1,0,1
0.96 in display,15,9,3,2,1,0,0
0.96 in oled,12,6,3,2,1,0,0
0.96oled,8,4,3,0,1,0,0
0.99ohm 0.5,11,3,5,1,1,1,0
0.9pf 0201,10,2,6,1,1,1,0
0.9pf 0603,10,2,6,1,1,1,0
0.9pf 0805,10,2,6,1,1,1,0
00 8263 03 11 00 000,20,0,15,5,1,1,1
00 8383 010 000 010,19,0,15,4,1,1,1
00 9021 0212 00339,18,0,15,3,1,1,1
000133t,7,1,6,0,1,0,1
1923,6,0,6,0,1,1,1
3063,6,0,6,0,1,1,1
5073,6,0,6,0,1,1,1
8.02E+12,15,0,15,0,1,1,1
8.02E+12,15,0,15,0,1,1,1
008016120000731v,16,1,15,0,1,0,1
8.28E+12,15,0,15,0,1,1,1
8.29E+12,15,0,15,0,1,1,1
9.16E+12,15,0,15,0,1,1,1
9159,6,0,6,0,1,1,1
9.18E+12,15,0,15,0,1,1,1
9.29E+12,15,0,15,0,1,1,1
109163,10,0,10,0,1,1,1
131163,10,0,10,0,1,1,1
16050,8,0,8,0,1,1,1
21900,8,0,8,0,1,1,1
36775,8,0,8,0,1,1,1
000738235r,10,1,9,0,1,0,1
000738235rlf1,13,3,10,0,1,1,1
79125,8,0,8,0,1,1,1
0000000lr625,12,2,10,0,1,1,1
109162,6,0,6,0,1,1,1
1.1011,6,0,5,0,1,1,1
1.1013,6,0,5,0,1,1,1
1.1015,6,0,5,0,1,1,1
0001.1015.p,11,1,8,0,1,0,1
0001.1016.pt,12,2,8,0,1,0,1
0001.1016.tr,12,2,8,0,1,0,1
1.2501,6,0,5,0,1,1,1
0001.2507.pt,12,2,8,0,1,0,1
1.251,5,0,4,0,1,1,1
1.2512,6,0,5,0,1,1,1
1.2532,6,0,5,0,1,1,1
0001.2711.11,12,0,10,0,1,1,1
0001.2712.11,12,0,10,0,1,1,1
3061023,7,0,7,0,1,1,1
3091042,7,0,7,0,1,1,1
5510696,7,0,7,0,1,1,1
8050302,7,0,7,0,1,1,1
8500032,7,0,7,0,1,1,1
8500106,7,0,7,0,1,1,1
8500113,7,0,7,0,1,1,1
8500114,7,0,7,0,1,1,1
8520071,7,0,7,0,1,1,1
8520112,7,0,7,0,1,1,1
8520113,7,0,7,0,1,1,1
8550102,7,0,7,0,1,1,1
8550131,7,0,7,0,1,1,1
8650114,7,0,7,0,1,1,1
8650804,7,0,7,0,1,1,1
8701039,7,0,7,0,1,1,1
9508033,7,0,7,0,1,1,1
9508041,7,0,7,0,1,1,1
9508053,7,0,7,0,1,1,1
9508083,7,0,7,0,1,1,1
9652038,7,0,7,0,1,1,1
000979225e,10,1,9,0,1,0,1
10016,7,0,7,0,1,1,1
10646,7,0,7,0,1,1,1
15490000,10,0,10,0,1,1,1
1000745,7,0,7,0,1,1,1
10844042,8,0,8,0,1,1,1
10897060,8,0,8,0,1,1,1
10897101,8,0,8,0,1,1,1
0010897141header2x7,19,7,12,0,1,1,1
1110278,9,0,9,0,1,1,1
11030002,8,0,8,0,1,1,1
11030036,8,0,8,0,1,1,1
11030043,8,0,8,0,1,1,1
001104 400 02,13,0,11,2,1,1,1
110410002,9,0,9,0,1,1,1
110440002,9,0,9,0,1,1,1
15244449,8,0,8,0,1,1,1
15246063,8,0,8,0,1,1,1
15247100,8,0,8,0,1,1,1
15286242,8,0,8,0,1,1,1
15912120,8,0,8,0,1,1,1
15916162,8,0,8,0,1,1,1
15916202,8,0,8,0,1,1,1
15922130,8,0,8,0,1,1,1
16020083,8,0,8,0,1,1,1
16020086,8,0,8,0,1,1,1
16020088,8,0,8,0,1,1,1
16020097,10,0,10,0,1,1,1
16020102,8,0,8,0,1,1,1
16020103,8,0,8,0,1,1,1
170420150,9,0,9,0,1,1,1
175110500,11,0,11,0,1,1,1
001755 205 02,13,0,11,2,1,1,1
001758 101 02,13,0,11,2,1,1,1
001758 401 02,13,0,11,2,1,1,1
175810102,9,0,9,0,1,1,1
192,3,0,3,0,1,1,1
001rlf,6,3,3,0,1,0,1
0027 ntc 0603,13,3,8,2,1,1,1
20057261,10,0,10,0,1,1,1
22011024,8,0,8,0,1,1,1
22011062,8,0,8,0,1,1,1
22012027,8,0,8,0,1,1,1
22012045,8,0,8,0,1,1,1
22012057,8,0,8,0,1,1,1
22013027,8,0,8,0,1,1,1
22013057,8,0,8,0,1,1,1
22013107,8,0,8,0,1,1,1
22035055,8,0,8,0,1,1,1
22053031,8,0,8,0,1,1,1
22057025,8,0,8,0,1,1,1
22057035,8,0,8,0,1,1,1
22057088,8,0,8,0,1,1,1
22112022,8,0,8,0,1,1,1
22122041,8,0,8,0,1,1,1
22232021,8,0,8,0,1,1,1
22232031,8,0,8,0,1,1,1
22232041,8,0,8,0,1,1,1
22232101,8,0,8,0,1,1,1
22272021,8,0,8,0,1,1,1
22272031,8,0,8,0,1,1,1
22272051,8,0,8,0,1,1,1
22280020,8,0,8,0,1,1,1
22284045,8,0,8,0,1,1,1
22284047,8,0,8,0,1,1,1
22284085,8,0,8,0,1,1,1
22292021,8,0,8,0,1,1,1
22552141,8,0,8,0,1,1,1
229000,6,0,6,0,1,1,1
26604030,8,0,8,0,1,1,1
26604040,8,0,8,0,1,1,1
26614030,8,0,8,0,1,1,1
26614040,8,0,8,0,1,1,1
26614090,8,0,8,0,1,1,1
28421,5,0,5,0,1,1,1
28502,5,0,5,0,1,1,1
0028s26649,10,1,9,0,1,1,1
29110082,8,0,8,0,1,1,1
29110083,8,0,8,0,1,1,1
002a0003120,11,1,10,0,1,1,1
311663,8,0,8,0,1,1,1
31.1081,7,0,6,0,1,1,1
31.1351,7,0,6,0,1,1,1
31.1661,7,0,6,0,1,1,1
31.1666,7,0,6,0,1,1,1
31.1803,7,0,6,0,1,1,1
31.2308,7,0,6,0,1,1,1
31.232,6,0,5,0,1,1,1
31.252,6,0,5,0,1,1,1
31.3581,7,0,6,0,1,1,1
31.3981,7,0,6,0,1,1,1
31.5201,7,0,6,0,1,1,1
31.7601,7,0,6,0,1,1,1
31.8101,7,0,6,0,1,1,1
31.8201,7,0,6,0,1,1,1
31.8211,7,0,6,0,1,1,1
31.8221,7,0,6,0,1,1,1
31.8225,7,0,6,0,1,1,1
31.8231,7,0,6,0,1,1,1
33.4032,7,0,6,0,1,1,1
33.4604,7,0,6,0,1,1,1
0034.1513.g,11,1,8,0,1,0,1
34.1518,7,0,6,0,1,1,1
34.1521,7,0,6,0,1,1,1
34.1523,7,0,6,0,1,1,1
34.1526,7,0,6,0,1,1,1
0034.3114.g,11,1,8,0,1,0,1
34.3117,7,0,6,0,1,1,1
0034.3117.pt,12,2,8,0,1,0,1
34.3121,7,0,6,0,1,1,1
34.3125,7,0,6,0,1,1,1
34.313,6,0,5,0,1,1,1
34.4223,7,0,6,0,1,1,1
34.5035,7,0,6,0,1,1,1
34.5244,7,0,6,0,1,1,1
34.6008,7,0,6,0,1,1,1
34.7115,7,0,6,0,1,1,1
0035.9675.4,11,0,9,0,1,1,1
3710242,7,0,7,0,1,1,1
3710646,7,0,7,0,1,1,1
371104,6,0,6,0,1,1,1
38303,5,0,5,0,1,1,1
0039 01 2145,12,0,10,2,1,1,1
39288140,10,0,10,0,1,1,1
39000038,8,0,8,0,1,1,1
39000039,8,0,8,0,1,1,1
39000040,8,0,8,0,1,1,1
39000041,8,0,8,0,1,1,1
39000046,8,0,8,0,1,1,1
39000059,8,0,8,0,1,1,1
39000073,8,0,8,0,1,1,1
39000077,8,0,8,0,1,1,1
39000081,8,0,8,0,1,1,1
39000083,8,0,8,0,1,1,1
39000089,8,0,8,0,1,1,1
0039000124 molex,16,5,10,1,1,0,1
39000434,8,0,8,0,1,1,1
39012020,8,0,8,0,1,1,1
39012021,8,0,8,0,1,1,1
39012040,8,0,8,0,1,1,1
39012041,8,0,8,0,1,1,1
39012046,8,0,8,0,1,1,1
39012060,8,0,8,0,1,1,1
39012065,8,0,8,0,1,1,1
39012080,8,0,8,0,1,1,1
39012160,8,0,8,0,1,1,1
39012200,8,0,8,0,1,1,1
39013022,8,0,8,0,1,1,1
39013043,8,0,8,0,1,1,1
39014021,8,0,8,0,1,1,1
39281043,8,0,8,0,1,1,1
39281243,8,0,8,0,1,1,1
39288120,8,0,8,0,1,1,1
39291088,8,0,8,0,1,1,1
39294109,8,0,8,0,1,1,1
39299023,8,0,8,0,1,1,1
39299043,8,0,8,0,1,1,1
39299045,8,0,8,0,1,1,1
39299124,8,0,8,0,1,1,1
39300020,8,0,8,0,1,1,1
39300120,8,0,8,0,1,1,1
39301080,8,0,8,0,1,1,1
39302040,8,0,8,0,1,1,1
39303035,8,0,8,0,1,1,1
39303045,8,0,8,0,1,1,1
39306048,8,0,8,0,1,1,1
39306167,8,0,8,0,1,1,1
46014,7,0,7,0,1,1,1
0040.1151.2,11,0,9,0,1,1,1
0041.8857.5127,14,0,12,0,1,1,1
0041.9156.5127,14,0,12,0,1,1,1
4225516,7,0,7,0,1,1,1
4225519,7,0,7,0,1,1,1
423790,6,0,6,0,1,1,1
43000701,8,0,8,0,1,1,1
4498,4,0,4,0,1,1,1
4500,4,0,4,0,1,1,1
45201,5,0,5,0,1,1,1
4778,4,0,4,0,1,1,1
48001,5,0,5,0,1,1,1
498,3,0,3,0,1,1,1
004a,4,1,3,0,1,0,1
004f,4,1,3,0,1,0,1
005.03.05,9,0,7,0,1,1,1
005.03.053,10,0,8,0,1,1,1
50362323,8,0,8,0,1,1,1
50375053,8,0,8,0,1,1,1
50579402,8,0,8,0,1,1,1
50579403,8,0,8,0,1,1,1
50579404,8,0,8,0,1,1,1
50579405,8,0,8,0,1,1,1
50579406,8,0,8,0,1,1,1
50579416,8,0,8,0,1,1,1
519000,6,0,6,0,1,1,1
556670,6,0,6,0,1,1,1
0056uf,6,2,4,0,1,0,1
005rhlf,7,4,3,0,1,0,1
6091012,9,0,9,0,1,1,1
0061020db1stfxs0,16,7,9,0,1,1,1
610417,8,0,8,0,1,1,1
600700,6,0,6,0,1,1,1
601100,6,0,6,0,1,1,1
603000,6,0,6,0,1,1,1
605134,6,0,6,0,1,1,1
611405204,9,0,9,0,1,1,1
6123,4,0,4,0,1,1,1
6200097,7,0,7,0,1,1,1
6.2E+12,9,1,7,0,1,1,1
6.2E+12,9,1,7,0,1,1,1
6200237,7,0,7,0,1,1,1
6.2E+12,10,1,8,0,1,1,1
6.2E+12,10,1,8,0,1,1,1
6.2E+12,10,1,8,0,1,1,1
6.22E+12,10,1,8,0,1,1,1
713100,6,0,6,0,1,1,1
007583e,7,1,6,0,1,0,1
77005602,10,0,10,0,1,1,1
770,3,0,3,0,1,1,1
77007902,8,0,8,0,1,1,1
0077254a7,9,1,8,0,1,1,1
0077380a7,9,1,8,0,1,1,1
777,3,0,3,0,1,1,1
7794041,7,0,7,0,1,1,1
007a,4,1,3,0,1,0,1
804254,6,0,6,0,1,1,1
8.26E+12,10,1,8,0,1,1,1
8.26E+12,10,1,8,0,1,1,1
834,3,0,3,0,1,1,1
846,3,0,3,0,1,1,1
8.64E+13,16,0,16,0,1,1,1
9007560,9,0,9,0,1,1,1
0091000 2tg,11,2,8,1,1,0,1
91321,5,0,5,0,1,1,1
9.16E+12,8,1,6,0,1,1,1
9.16E+12,8,1,6,0,1,1,1
9.16E+12,8,1,6,0,1,1,1
9.16E+12,8,1,6,0,1,1,1
9.16E+12,10,1,8,0,1,1,1
9.16E+12,10,1,8,0,1,1,1
9.16E+12,10,1,8,0,1,1,1
9.18E+12,8,1,6,0,1,1,1
9.18E+12,8,1,6,0,1,1,1
9.18E+12,8,1,6,0,1,1,1
9.18E+12,8,1,6,0,1,1,1
9.18E+12,8,1,6,0,1,1,1
9.28E+12,8,1,6,0,1,1,1
9.28E+12,8,1,6,0,1,1,1
00940462z,9,1,8,0,1,0,1
97054002,10,0,10,0,1,1,1
97055002,10,0,10,0,1,1,1
97053719,8,0,8,0,1,1,1
97054202,8,0,8,0,1,1,1
97055902,8,0,8,0,1,1,1
98.9253,7,0,6,0,1,1,1
00b102j,7,2,5,0,1,0,1
00fd0,5,2,3,0,1,1,1
00mtfdkbg1t9tfr1bc1zabyy 7450 2tb m.2 ssd,41,24,12,4,1,0,1
00sa,4,2,2,0,1,0,1
01 271,6,0,5,1,1,1,1
01 uf 0603,10,2,6,2,1,1,1
10170025,9,0,9,0,1,1,1
010345red,9,3,6,0,1,0,1
10717,6,0,6,0,1,1,1
12540102,9,0,9,0,1,1,1
44932,4,3,1,0,1,0,1
1906,5,0,5,0,1,1,1
1907,5,0,5,0,1,1,1
1932.2,7,0,6,0,1,1,1
199001401,10,0,10,0,1,1,1
1.081306,9,0,8,0,1,1,1
01.51.221,9,0,7,0,1,1,1
010 01 25 212 056,17,0,13,4,1,1,1
10897102,9,0,9,0,1,1,1
10897322,9,0,9,0,1,1,1
100,3,0,3,0,1,1,1
0100dan217 100,14,3,10,1,1,1,1
01000056h,9,1,8,0,1,0,1
01000056z,9,1,8,0,1,0,1
01000063z,9,1,8,0,1,0,1
10006.6,7,0,6,0,1,1,1
1002,4,0,4,0,1,1,1
100391,6,0,6,0,1,1,1
1005,4,0,4,0,1,1,1
01005 1 uf,10,2,6,2,1,0,1
01005 100,9,0,8,1,1,1,1
10154,5,0,5,0,1,1,1
10160002,8,0,8,0,1,1,1
01016d102kat2a,14,5,9,0,1,0,1
10170884,9,0,9,0,1,1,1
0102 0r,7,1,5,1,1,0,1
0102 melf 1k,12,5,5,2,1,0,0
01020071h,9,1,8,0,1,0,1
01020071z,9,1,8,0,1,0,1
10202,5,0,5,0,1,1,1
0102cdlf18lsb,13,7,6,0,1,0,1
1039064,8,0,8,0,1,1,1
1039263,8,0,8,0,1,1,1
010440f018,10,1,9,0,1,1,1
010440r012,10,1,9,0,1,1,1
010632f068,10,1,9,0,1,1,1
1070953,8,0,8,0,1,1,1
1070002,7,0,7,0,1,1,1
01070002z,9,1,8,0,1,0,1
10808060,8,0,8,0,1,1,1
1094,4,0,4,0,1,1,1
0109na,6,2,4,0,1,0,1
011030044k,10,1,9,0,1,0,1
01110501z,9,1,8,0,1,0,1
11229,5,0,5,0,1,1,1
1129,4,0,4,0,1,1,1
1137,4,0,4,0,1,1,1
